"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","statistic_questions","statistic_questions_answered","residence","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
147321,"Gereon Bollmann","https://www.abgeordnetenwatch.de/profile/gereon-bollmann","Gereon","Bollmann","m",1953,9,"AfD","Jurist","Richter am Oberlandesgericht (a.D.)",7,7,NA,NA,NA,NA,54382,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gereon-bollmann","2021-10-01",NA,NA,55306,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
122163,"Zeki Gökhan","https://www.abgeordnetenwatch.de/profile/zeki-goekhan","Zeki","Gökhan","m",1956,8,"DIE LINKE",NA,"Lagerleiter",1,1,NA,NA,NA,NA,52657,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/zeki-goekhan","2021-08-19",NA,NA,53581,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",14,4215,"91 - Rhein-Erft-Kreis I (Bundestag 2017 - 2021)",4.5,NA,"moved_up",50.9443813,6.65382495843019
121214,"Florian Jäger","https://www.abgeordnetenwatch.de/profile/florian-jaeger","Florian","Jäger","m",1971,9,"AfD","Allg. Hochschulreife","Mitglied des Bundestags",NA,NA,NA,NA,NA,NA,52107,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/florian-jaeger","2021-07-20",NA,NA,53029,NA,NA,NA,4339,"215 - Fürstenfeldbruck (Bundestag 2017 - 2021)",NA,NA,"moved_up",48.1813797,11.2382125
176895,"Susanne Wetterich","https://www.abgeordnetenwatch.de/profile/susanne-wetterich","Susanne","Wetterich","f",1956,2,"CDU","Journalistin","MdB",NA,NA,NA,NA,NA,NA,50986,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/susanne-wetterich","2021-07-01",NA,NA,51908,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
146042,"Marcel Emmerich","https://www.abgeordnetenwatch.de/profile/marcel-emmerich","Marcel","Emmerich","m",1991,5,"Bündnis 90/Die Grünen","Wissenschaftlicher Referent","Bundestagsabgeordneter",37,35,"Ulm",NA,NA,NA,48532,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/marcel-emmerich","2021-06-01",NA,NA,49454,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",NA,4415,"291 - Ulm (Bundestag 2017 - 2021)",NA,NA,"moved_up",48.3974003,9.9934336
78945,"Thomas Viesehon","https://www.abgeordnetenwatch.de/profile/thomas-viesehon","Thomas","Viesehon","m",1973,2,"CDU","Bankkaufmann","MdB",NA,NA,NA,NA,NA,NA,48522,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/thomas-viesehon","2021-05-08",NA,NA,49444,112,"Landesliste Hessen (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
121099,"Christopher Gohl","https://www.abgeordnetenwatch.de/profile/christopher-gohl","Christopher","Gohl","m",1974,4,"FDP","Mediator, Dr. rer. pol.","Wissenschaftler",2,NA,NA,NA,NA,NA,48231,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/christopher-gohl","2021-05-01",NA,NA,49153,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
79099,"Tim Ostermann","https://www.abgeordnetenwatch.de/profile/tim-ostermann","Tim","Ostermann","m",1979,2,"CDU","Studium der Rechtswissenschaften","MdB / Rechtsanwalt",NA,NA,NA,NA,NA,NA,48230,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/tim-ostermann","2021-05-01",NA,NA,49152,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
122369,"Maika Friemann-Jennert","https://www.abgeordnetenwatch.de/profile/maika-friemann-jennert","Maika","Friemann-Jennert","f",1964,2,"CDU","Diplombibliothekarin (FH)","MdL",NA,NA,NA,NA,NA,NA,48217,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/maika-friemann-jennert","2021-04-09",NA,NA,49139,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
175001,"Kristina Nordt","https://www.abgeordnetenwatch.de/profile/kristina-nordt","Kristina","Nordt","f",1982,2,"CDU","M. A. Staatswissenschaften-Sozialwissenschaften","MdB",NA,NA,"Erfurt",NA,NA,NA,47908,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kristina-nordt","2021-03-22",NA,NA,48830,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",50.9777974,11.0287364
78798,"Kordula Kovac","https://www.abgeordnetenwatch.de/profile/kordula-kovac","Kordula","Kovac","f",1957,2,"CDU","Geschäftsführerin","Mitglied des Bundestages",NA,NA,NA,NA,NA,NA,47907,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kordula-kovac","2021-03-17",NA,NA,48829,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
78807,"Bernd-Bernhard Fabritius","https://www.abgeordnetenwatch.de/profile/bernd-bernhard-fabritius","Bernd-Bernhard","Fabritius","m",1965,3,"CSU","Rechtsanwalt","Mitglied des Bundestages",NA,NA,NA,NA,NA,NA,47906,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bernd-bernhard-fabritius","2021-03-22",NA,NA,48828,107,"Landesliste Bayern (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
78956,"Axel Troost","https://www.abgeordnetenwatch.de/profile/axel-troost","Axel","Troost","m",1954,8,"DIE LINKE","Studium Volkswirtschaftslehre; Diplom und Dr. rer. pol.","MdB",NA,NA,NA,NA,NA,NA,47869,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/axel-troost","2021-02-16",NA,NA,48791,NA,NA,NA,4278,"154 - Leipzig-Land (Bundestag 2017 - 2021)",NA,NA,"moved_up",51.22391185,12.5529468541132
79189,"Hiltrud Lotze","https://www.abgeordnetenwatch.de/profile/hiltrud-lotze","Hiltrud","Lotze","f",1958,1,"SPD","Kulturwissenschaftlerin (M.A.)","MdB",2,1,NA,NA,NA,NA,46568,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/hiltrud-lotze","2020-11-24",NA,NA,47489,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
174063,"Christian Natterer","https://www.abgeordnetenwatch.de/profile/christian-natterer","Christian","Natterer","m",NA,2,"CDU",NA,NA,NA,NA,NA,NA,NA,NA,46567,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/christian-natterer","2020-11-11",NA,NA,47488,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",NA,NA,NA,NA,NA,"moved_up",NA,NA
119861,"Janosch Dahmen","https://www.abgeordnetenwatch.de/profile/janosch-dahmen","Janosch","Dahmen","m",1981,5,"Bündnis 90/Die Grünen","Facharzt für Unfallchirurgie, Notfallmedizin","Mitglied des Bundestages",127,69,NA,"Dr.",NA,NA,46566,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/janosch-dahmen","2020-11-12",NA,NA,47487,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",NA,4263,"139 - Ennepe-Ruhr-Kreis II (Bundestag 2017 - 2021)",NA,NA,"moved_up",51.389422,7.26082640912291
145982,"Wolfgang Wetzel","https://www.abgeordnetenwatch.de/profile/wolfgang-wetzel","Wolfgang","Wetzel","m",1968,5,"Bündnis 90/Die Grünen","Dipl. Sozialarbeiter, Master of Science für Suchthilfe","Parlamentarier",15,15,NA,NA,NA,NA,46564,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/wolfgang-wetzel","2020-10-21",NA,NA,47485,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",NA,4289,"165 - Zwickau (Bundestag 2017 - 2021)",NA,NA,"moved_up",50.7185043,12.4939267
79055,"Mechthild Rawert","https://www.abgeordnetenwatch.de/profile/mechthild-rawert","Mechthild","Rawert","f",1957,1,"SPD","Diplom-Pädagogin, Diplom-Sozialpädagogin","MdB",9,9,NA,NA,NA,NA,46547,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/mechthild-rawert","2020-05-25",NA,NA,47000,108,"Landesliste Berlin (Bundestag 2017 - 2021)",5,4205,"81 - Berlin-Tempelhof-Schöneberg (Bundestag 2017 - 2021)",NA,NA,"moved_up",52.4404422,13.3882887235007
67018,"Dorothee Martin","https://www.abgeordnetenwatch.de/profile/dorothee-martin","Dorothee","Martin","f",1978,1,"SPD","Dipl. Politologin","MdHB",48,42,NA,NA,NA,NA,46541,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dorothee-martin","2020-05-11",NA,NA,46994,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",3,4145,"21 - Hamburg-Nord (Bundestag 2017 - 2021)",NA,NA,"moved_up",53.61915555,10.0097398999202
121697,"Matthias Nölke","https://www.abgeordnetenwatch.de/profile/matthias-noelke","Matthias","Nölke","m",1980,4,"FDP",NA,"Selbstständig",8,6,NA,NA,NA,NA,46540,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/matthias-noelke","2020-04-28",NA,NA,46993,112,"Landesliste Hessen (Bundestag 2017 - 2021)",8,4292,"168 - Kassel (Bundestag 2017 - 2021)",NA,NA,"moved_up",51.3154546,9.4924096
145883,"Bernd Siebert","https://www.abgeordnetenwatch.de/profile/bernd-siebert","Bernd","Siebert","m",1949,2,"CDU","Kauffmann","MdB",6,4,NA,NA,NA,NA,46398,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bernd-siebert","2020-03-02",NA,NA,46275,NA,NA,NA,NA,NA,NA,NA,"moved_up",NA,NA
78881,"Michael Brand","https://www.abgeordnetenwatch.de/profile/michael-brand","Michael","Brand","m",1973,2,"CDU","Studium der Politikwissenschaft, Geschichte und Rechtswissenschaft","MdB",15,15,NA,NA,NA,NA,46271,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michael-brand",NA,NA,NA,46271,112,"Landesliste Hessen (Bundestag 2017 - 2021)",11,4298,"174 - Fulda (Bundestag 2017 - 2021)",45.2,NA,"constituency",50.5542328,9.6770448
146812,"Elvan Korkmaz-Emre","https://www.abgeordnetenwatch.de/profile/elvan-korkmaz-emre","Elvan","Korkmaz-Emre","f",1985,1,"SPD","Diplom-Verwaltungswirtin","MdB",28,25,NA,NA,NA,NA,46267,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/elvan-korkmaz-emre",NA,NA,NA,46267,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",16,4255,"131 - Gütersloh I (Bundestag 2017 - 2021)",28,NA,"list",51.92858805,8.33261471943106
79437,"Heidrun Bluhm-Förster","https://www.abgeordnetenwatch.de/profile/heidrun-bluhm-foerster","Heidrun","Bluhm-Förster","f",1958,8,"DIE LINKE","Gesellschaftswissenschaftlerin","MdB",7,7,NA,NA,NA,NA,46265,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/heidrun-bluhm-foerster",NA,NA,NA,46265,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",2,4141,"17 - Mecklenburgische Seenplatte II - Landkreis Rostock III (Bundestag 2017 - 2021)",17.4,NA,"list",NA,NA
146794,"Eberhard Brecht","https://www.abgeordnetenwatch.de/profile/eberhard-brecht","Eberhard","Brecht","m",1950,1,"SPD","Physiker","Rentner",5,5,NA,NA,NA,NA,46264,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/eberhard-brecht","2019-10-25",NA,NA,46264,119,"Landesliste Sachsen-Anhalt (Bundestag 2017 - 2021)",5,4192,"68 - Harz (Bundestag 2017 - 2021)",17.5,NA,"moved_up",51.7249376,10.6948923907807
146835,"Joe Weingarten","https://www.abgeordnetenwatch.de/profile/joe-weingarten","Joe","Weingarten","m",1962,1,"SPD","Diplom-Verwaltungswissenschaftler, Ministerialdirigent","Mitglied des Deutschen Bundestages",60,53,"Alsenz","Dr.",NA,NA,46263,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/joe-weingarten","2019-11-01",NA,NA,46263,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",12,4325,"201 - Kreuznach (Bundestag 2017 - 2021)",31.5,NA,"moved_up",49.7242877,7.8154248
119731,"Charlotte Schneidewind-Hartnagel","https://www.abgeordnetenwatch.de/profile/charlotte-schneidewind-hartnagel","Charlotte","Schneidewind-Hartnagel","f",1953,5,"Bündnis 90/Die Grünen","Diplom-Betriebswirtin","Journalistin",17,16,NA,NA,NA,NA,46262,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/charlotte-schneidewind-hartnagel","2019-11-01",NA,NA,46262,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",15,4400,"276 - Odenwald - Tauber (Bundestag 2017 - 2021)",6.9,NA,"moved_up",49.531649,9.52014195077058
30789,"Saskia Ludwig","https://www.abgeordnetenwatch.de/profile/saskia-ludwig","Saskia","Ludwig","f",1968,2,"CDU","Diplom-Kauffrau","MdB, MdL Brandenburg",4,3,NA,"Dr.",NA,NA,46261,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/saskia-ludwig","2019-12-03",NA,NA,46261,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",8,4185,"61 - Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II (Bundestag 2017 - 2021)",24.9,NA,"moved_up",52.3700605,13.1008844879747
133049,"Sylvia Lehmann","https://www.abgeordnetenwatch.de/profile/sylvia-lehmann","Sylvia","Lehmann","f",1954,1,"SPD","Ingenieurökonomin","MdB",13,13,NA,NA,NA,NA,46259,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sylvia-lehmann","2019-12-03",NA,NA,46259,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",2,4186,"62 - Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I (Bundestag 2017 - 2021)",19.6,NA,"moved_up",52.07390955,13.6249601893044
146374,"Reginald Hanke","https://www.abgeordnetenwatch.de/profile/reginald-hanke","Reginald","Hanke","m",1956,4,"FDP",NA,"Malermeister",9,NA,NA,NA,NA,NA,46258,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/reginald-hanke","2019-11-15",NA,NA,46258,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",3,4319,"195 - Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis (Bundestag 2017 - 2021)",6.1,NA,"moved_up",NA,NA
142152,"Sandra Bubendorfer-Licht","https://www.abgeordnetenwatch.de/profile/sandra-bubendorfer-licht","Sandra","Bubendorfer-Licht","f",1969,4,"FDP","Dolmetscherin","Mitglied im Landesvorstand bei der FDP Bayern & Mitglied im Deutschen Bundestag der FDP",22,19,"Ampfing",NA,NA,NA,46257,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sandra-bubendorfer-licht","2019-12-09",NA,NA,46257,107,"Landesliste Bayern (Bundestag 2017 - 2021)",13,4336,"212 - Altötting (Bundestag 2017 - 2021)",5.6,NA,"moved_up",48.2550234,12.4190555
120912,"Bela Bach","https://www.abgeordnetenwatch.de/profile/bela-bach","Bela","Bach","f",1990,1,"SPD","Juristin","Mitglied des Deutschen Bundestages",17,17,NA,NA,NA,NA,46256,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bela-bach","2020-02-04",NA,NA,46256,107,"Landesliste Bayern (Bundestag 2017 - 2021)",20,4345,"221 - München-Land (Bundestag 2017 - 2021)",16.3,NA,"moved_up",48.10755665,11.4313523938971
73426,"Kirsten Kappert-Gonther","https://www.abgeordnetenwatch.de/profile/kirsten-kappert-gonther","Kirsten","Kappert-Gonther","f",1966,5,"Bündnis 90/Die Grünen","Fachärztin für Psychiatrie und Psychotherapie","MdB",186,179,NA,"Dr.",NA,NA,46255,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kirsten-kappert-gonther",NA,NA,NA,46255,110,"Landesliste Bremen (Bundestag 2017 - 2021)",1,4178,"54 - Bremen I (Bundestag 2017 - 2021)",11.9,NA,"list",53.0816776,8.87746318623197
145806,"Wolfgang Wiehle","https://www.abgeordnetenwatch.de/profile/wolfgang-wiehle","Wolfgang","Wiehle","m",1964,9,"AfD","Diplom-Informatiker","MdB",6,3,NA,NA,NA,NA,46247,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/wolfgang-wiehle",NA,NA,NA,46247,107,"Landesliste Bayern (Bundestag 2017 - 2021)",14,4343,"219 - München-Süd (Bundestag 2017 - 2021)",7.6,NA,"list",48.11518275,11.5566936631926
78931,"Marcus Weinberg","https://www.abgeordnetenwatch.de/profile/marcus-weinberg","Marcus","Weinberg","m",1967,2,"CDU","Lehramt Geschichte, Sozialwissenschaften und Erziehungswissenschaften","MdB",97,89,"Hamburg",NA,NA,NA,46240,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/marcus-weinberg",NA,NA,NA,46240,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",1,4143,"19 - Hamburg-Altona (Bundestag 2017 - 2021)",25.9,NA,"list",53.550341,10.000654
133670,"Margarete Bause","https://www.abgeordnetenwatch.de/profile/margarete-bause","Margarete","Bause","f",1959,5,"Bündnis 90/Die Grünen","Dipl. Soziologin","MdB",35,28,NA,NA,NA,NA,46230,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/margarete-bause",NA,NA,NA,46230,107,"Landesliste Bayern (Bundestag 2017 - 2021)",9,4342,"218 - München-Ost (Bundestag 2017 - 2021)",15.2,NA,"list",48.1277214,11.6055187
78827,"Reinhold Sendker","https://www.abgeordnetenwatch.de/profile/reinhold-sendker","Reinhold","Sendker","m",1952,2,"CDU","Lehrer","MdB",13,NA,NA,NA,NA,NA,46229,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/reinhold-sendker",NA,NA,NA,46229,NA,NA,1,4254,"130 - Warendorf (Bundestag 2017 - 2021)",46.4,NA,"constituency",51.9532449,7.9912335
146114,"Sylvia Gabelmann","https://www.abgeordnetenwatch.de/profile/sylvia-gabelmann","Sylvia","Gabelmann","f",1958,8,"DIE LINKE","Apothekerin","MdB",16,13,NA,NA,NA,NA,46228,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sylvia-gabelmann",NA,NA,NA,46228,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",9,4272,"148 - Siegen-Wittgenstein (Bundestag 2017 - 2021)",5.9,NA,"list",50.91759605,8.13768602010469
135407,"Peter Heidt","https://www.abgeordnetenwatch.de/profile/peter-heidt","Peter","Heidt","m",1965,4,"FDP","Jurist","Rechtsanwalt",11,7,NA,NA,NA,NA,46215,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/peter-heidt","2019-07-01",NA,NA,46215,112,"Landesliste Hessen (Bundestag 2017 - 2021)",7,4301,"177 - Wetterau I (Bundestag 2017 - 2021)",8.1,NA,"moved_up",50.3310961,8.8125171022977
78966,"Kerstin Tack","https://www.abgeordnetenwatch.de/profile/kerstin-tack","Kerstin","Tack","f",1968,1,"SPD","Diplom-Sozialpädagogin","MdB",92,92,NA,NA,NA,NA,46209,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kerstin-tack",NA,NA,NA,46209,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",22,4165,"41 - Stadt Hannover I (Bundestag 2017 - 2021)",35.6,NA,"constituency",52.3428551,9.7251266
145890,"Josef Oster","https://www.abgeordnetenwatch.de/profile/josef-oster","Josef","Oster","m",1971,2,"CDU","Diplom-Verwaltungswirt (FH)","Bundestagsabgeordneter",19,18,"Koblenz",NA,NA,NA,46206,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/josef-oster",NA,NA,NA,46206,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",14,4323,"199 - Koblenz (Bundestag 2017 - 2021)",41.3,NA,"constituency",50.3533278,7.5943951
146298,"Ulla Ihnen","https://www.abgeordnetenwatch.de/profile/ulla-ihnen","Ulla","Ihnen","f",1956,4,"FDP","Juristin","MdB",7,7,NA,NA,NA,NA,46205,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ulla-ihnen",NA,NA,NA,46205,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",5,4166,"42 - Stadt Hannover II (Bundestag 2017 - 2021)",5.5,NA,"list",52.3428551,9.7251266
145791,"Nicole Höchst","https://www.abgeordnetenwatch.de/profile/nicole-hoechst","Nicole","Höchst","f",1970,9,"AfD","Lehrerin","MdB",9,1,NA,NA,NA,NA,46203,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/nicole-hoechst",NA,NA,NA,46203,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",4,4325,"201 - Kreuznach (Bundestag 2017 - 2021)",10.8,NA,"list",49.77481995,7.52941802298768
119079,"Michael Link","https://www.abgeordnetenwatch.de/profile/michael-link","Michael","Link","m",1963,4,"FDP",NA,"MdB",18,18,NA,NA,NA,NA,46202,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michael-link",NA,NA,NA,46202,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",3,4391,"267 - Heilbronn (Bundestag 2017 - 2021)",9.6,NA,"list",49.142291,9.218655
79343,"Markus Grübel","https://www.abgeordnetenwatch.de/profile/markus-gruebel","Markus","Grübel","m",1959,2,"CDU","Notar","MdB, Beauftragter der Bundesregierung für weltweite Religionsfreiheit",7,6,"Esslingen a.N.",NA,NA,NA,46201,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/markus-gruebel",NA,NA,NA,46201,NA,NA,1,4385,"261 - Esslingen (Bundestag 2017 - 2021)",40,NA,"constituency",48.75975605,9.29320988750857
79294,"Anton Hofreiter","https://www.abgeordnetenwatch.de/profile/anton-hofreiter","Anton","Hofreiter","m",1970,5,"Bündnis 90/Die Grünen","Promovierter Biologe","MdB, Vorsitzender des Ausschusses für die Angelegenheiten der Europäischen Union",224,157,NA,NA,NA,NA,46200,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/anton-hofreiter",NA,NA,NA,46200,107,"Landesliste Bayern (Bundestag 2017 - 2021)",2,4345,"221 - München-Land (Bundestag 2017 - 2021)",13.7,NA,"list",48.10755665,11.4313523938971
79095,"Ingrid Pahlmann","https://www.abgeordnetenwatch.de/profile/ingrid-pahlmann","Ingrid","Pahlmann","f",1957,2,"CDU","Staatlich geprüfte ländliche Hauswirtschaftsleiterin","MdB",NA,NA,"Gifhorn",NA,NA,NA,46199,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ingrid-pahlmann","2019-08-01",NA,NA,46199,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",13,4169,"45 - Gifhorn - Peine (Bundestag 2017 - 2021)",36.1,NA,"moved_up",52.57806125,10.6613448014154
78957,"Antje Tillmann","https://www.abgeordnetenwatch.de/profile/antje-tillmann","Antje","Tillmann","f",1964,2,"CDU","Dipl. Finanzwirtin","MdB",33,16,NA,NA,NA,NA,46198,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/antje-tillmann",NA,NA,NA,46198,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",2,4317,"193 - Erfurt - Weimar - Weimarer Land II (Bundestag 2017 - 2021)",27.3,NA,"constituency",50.98527775,11.1259836712837
78948,"Kathrin Vogler","https://www.abgeordnetenwatch.de/profile/kathrin-vogler","Kathrin","Vogler","f",1963,8,"DIE LINKE","Studium der Soziologie","MdB",39,39,NA,NA,NA,NA,46197,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kathrin-vogler",NA,NA,NA,46197,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",7,4252,"128 - Steinfurt III (Bundestag 2017 - 2021)",5.6,NA,"list",52.2537541,7.7479463689277
78810,"Artur Auernhammer","https://www.abgeordnetenwatch.de/profile/artur-auernhammer","Artur","Auernhammer","m",1963,3,"CSU","Landwirtschaftsmeister","MdB, Landwirt",20,19,NA,NA,NA,NA,46196,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/artur-auernhammer",NA,NA,NA,46196,107,"Landesliste Bayern (Bundestag 2017 - 2021)",38,4365,"241 - Ansbach (Bundestag 2017 - 2021)",44.3,NA,"constituency",49.3028611,10.5722288
78978,"Gero Storjohann","https://www.abgeordnetenwatch.de/profile/gero-storjohann","Gero","Storjohann","m",1958,2,"CDU","Diplom Betriebswirt (FH)","MdB",4,NA,NA,NA,NA,NA,46194,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gero-storjohann",NA,NA,NA,46194,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",5,4132,"8 - Segeberg - Stormarn-Mitte (Bundestag 2017 - 2021)",41.1,NA,"constituency",NA,NA
124425,"Elisabeth Motschmann","https://www.abgeordnetenwatch.de/profile/elisabeth-motschmann","Elisabeth","Motschmann","f",1952,2,"CDU","Studium der Theologie, Romanistik und Pädagogik","MdB",56,34,NA,NA,NA,NA,46188,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/elisabeth-motschmann",NA,NA,NA,46188,110,"Landesliste Bremen (Bundestag 2017 - 2021)",1,4178,"54 - Bremen I (Bundestag 2017 - 2021)",24.2,NA,"list",53.0816776,8.87746318623197
150297,"Verena Hartmann","https://www.abgeordnetenwatch.de/profile/verena-hartmann","Verena","Hartmann","f",1974,185,"parteilos","Dipl.-Kommunikationswirtin","MdB",16,2,NA,NA,NA,NA,46185,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/verena-hartmann",NA,NA,NA,46185,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",1,NA,NA,NA,NA,"list",NA,NA
150298,"Martin Reichardt","https://www.abgeordnetenwatch.de/profile/martin-reichardt","Martin","Reichardt","m",1969,9,"AfD","Offizier und Pädagoge","MdB",4,4,NA,NA,NA,NA,46182,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/martin-reichardt",NA,NA,NA,46182,119,"Landesliste Sachsen-Anhalt (Bundestag 2017 - 2021)",1,NA,NA,NA,NA,"list",NA,NA
78893,"Matthias Zimmer","https://www.abgeordnetenwatch.de/profile/matthias-zimmer","Matthias","Zimmer","m",1961,2,"CDU","Studium der Politikwissenschaft, Neueren Geschichte und Völkerrecht","MdB",142,142,NA,NA,NA,NA,46180,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/matthias-zimmer",NA,NA,NA,46180,112,"Landesliste Hessen (Bundestag 2017 - 2021)",8,4306,"182 - Frankfurt am Main I (Bundestag 2017 - 2021)",30.5,NA,"constituency",50.1106444,8.6820917
